gameId,playId,target_rush,qb_depth,rb_depth,fb_depth,absoluteYardlineNumber,preSnapHomeTeamWinProbability,preSnapVisitorTeamWinProbability,offenseFormation,receiverAlignment,pff_passCoverage,pff_manZone,homeTeamPossession,quarter,down,yardsToGo,gameClock,possessionTeam,preSnapHomeScore,preSnapVisitorScore,RB_snap_motion,WR_snap_motion,FB_snap_motion,TE_snap_motion,RB_motion,WR_motion,FB_motion,TE_motion,RB_shift,WR_shift,FB_shift,TE_shift,week
2022092503,2373,0,4.1400003051758034,4.2400003051758048,0.0,41,0.400970868766308,0.599029131233692,SHOTGUN,3x1,Cover-3,Zone,0,3,1,10,10:51,BUF,14,14,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092503,2397,1,4.0599996948241994,4.459999694824198,0.0,49,0.385289456695318,0.614710543304682,SHOTGUN,2x2,Cover-3,Zone,0,3,2,2,10:19,BUF,14,14,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092503,2418,0,4.3499986267089952,3.9699986267089997,0.0,52,0.376520376652479,0.623479623347521,SHOTGUN,2x2,Cover-2,Zone,0,3,1,10,09:48,BUF,14,14,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092503,2464,0,4.4099981689453,2.9199981689452983,0.0,58,0.405936289578676,0.594063710421324,SHOTGUN,2x2,Cover-2,Zone,0,3,3,4,08:58,BUF,14,14,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092503,2517,1,4.9599990844726989,5.1399990844727057,1.1399990844727057,77,0.351872853934765,0.648127146065235,SHOTGUN,3x1,Cover 6-Left,Zone,0,3,2,6,07:37,BUF,14,14,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092503,2890,1,4.3200005340575984,5.1700005340576,0.0,30,0.310390338301659,0.689609661698341,SHOTGUN,2x2,Cover-2,Zone,0,3,1,10,02:00,BUF,14,17,0,1,0,0,0,0,0,0,0,0,0,0,week_3
2022092503,2916,1,3.759999084472696,3.6899990844727029,0.11999908447269547,73,0.239705160260201,0.760294839739799,SHOTGUN,3x1,Cover-2,Zone,0,3,1,10,01:14,BUF,14,17,0,0,0,0,0,0,0,0,1,0,0,0,week_3
2022092503,2944,1,4.0699993896484017,4.7499993896483943,0.0,84,0.212531104683876,0.787468895316124,SHOTGUN,2x2,Cover-3,Zone,0,3,1,10,00:35,BUF,14,17,0,0,0,0,0,0,0,0,0,1,0,0,week_3
2022092503,3299,1,3.9700021362304909,4.190002136230504,0.0,85,0.662544783204794,0.337455216795206,SHOTGUN,2x2,Cover-3,Zone,0,4,1,10,10:05,BUF,21,17,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092503,3387,0,4.429999694824204,4.4099996948242079,0.0,89,0.734105490148067,0.265894509851933,SHOTGUN,2x1,Cover-3,Zone,0,4,2,26,08:28,BUF,21,17,0,0,0,0,0,0,0,0,0,0,0,1,week_3
2022092503,3458,1,4.4999995422363028,4.5899995422362991,0.0,51,0.554971762001514,0.445028237998486,SHOTGUN,2x2,Cover-3,Zone,0,4,1,10,07:16,BUF,21,17,0,1,0,0,0,0,0,0,0,0,0,0,week_3
2022092503,3479,0,5.0899989318848,5.1499989318848023,1.5899989318848,53,0.629281334578991,0.370718665421009,SHOTGUN,3x1,Cover-3,Zone,0,4,2,12,06:37,BUF,21,17,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092503,3503,0,4.3899992370605005,4.1599992370604966,0.0,44,0.571581818163395,0.428418181836605,SHOTGUN,3x1,Cover-2,Zone,0,4,3,3,05:51,BUF,21,17,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092503,3550,0,5.0799992370604983,5.1199992370604974,1.8599992370604994,33,0.472883637994528,0.527116362005472,SHOTGUN,2x2,Cover-2,Zone,0,4,1,5,04:46,BUF,21,17,0,1,0,0,0,1,0,0,0,0,0,0,week_3
2022092503,3572,0,5.3500010681151977,5.1400010681151969,0.0,33,0.475385695695877,0.524614304304123,SHOTGUN,2x2,Cover-3,Zone,0,4,2,5,04:41,BUF,21,17,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092503,3615,0,4.9000004577636993,4.7100004577637016,1.2200004577636996,25,0.433399714529514,0.566600285470486,SHOTGUN,3x1,Cover-2,Zone,0,4,1,10,03:57,BUF,21,17,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092503,3898,0,5.409998474121096,5.1099984741210989,0.0,87,0.695890051933626,0.304109948066374,SHOTGUN,2x2,Cover-2,Zone,0,4,1,10,01:25,BUF,21,19,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092503,3978,0,4.0699978637695011,4.019997863769504,0.0,69,0.72447499477615,0.27552500522385,SHOTGUN,3x1,Cover-2,Zone,0,4,2,10,00:51,BUF,21,19,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092503,4086,0,4.9400003051758077,4.4300003051758026,0.0,63,0.823549427092075,0.176450572907925,SHOTGUN,2x2,Cover-2,Zone,0,4,2,20,00:18,BUF,21,19,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092504,179,0,4.4000021362304977,5.5600021362304943,0.0,74,0.729403581470251,0.270596418529749,SHOTGUN,3x1,Quarters,Zone,0,1,3,12,11:51,DET,0,0,1,0,0,0,1,0,0,0,0,0,0,0,week_3
2022092504,443,0,4.54000122070309,4.4600012207030915,0.0,78,0.697314459830523,0.302685540169477,SHOTGUN,2x2,Cover-3 Seam,Zone,0,1,3,5,07:16,DET,0,0,0,0,0,0,0,0,0,1,0,0,0,0,week_3
2022092504,465,0,4.6300012207030932,5.100001220703092,0.0,78,0.720610853284597,0.279389146715403,SHOTGUN,2x2,Cover-3,Zone,0,1,4,5,07:12,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092504,755,0,4.520001678466798,4.3200016784667952,0.0,56,0.502318315207958,0.497681684792042,SHOTGUN,2x2,Cover 6-Left,Zone,0,1,2,10,02:51,DET,0,7,0,0,0,0,0,1,0,0,0,0,0,0,week_3
2022092504,779,1,4.6300007629395026,6.0100007629395051,0.0,62,0.506347041577101,0.493652958422899,SHOTGUN,2x2,Cover-2,Zone,0,1,3,4,02:10,DET,0,7,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092504,896,0,4.3500006103516,4.1100006103516051,0.0,75,0.4981794282794,0.5018205717206,SHOTGUN,2x2,Cover-3,Zone,0,1,3,5,00:34,DET,0,7,0,0,0,1,0,0,0,1,0,0,0,0,week_3
2022092504,965,0,4.8700006866455006,5.0500006866455,0.0,24,0.387543264776468,0.612456735223532,SHOTGUN,2x2,Quarters,Zone,0,2,1,10,14:21,DET,0,7,0,1,0,0,0,1,0,0,0,0,0,0,week_3
2022092504,1549,1,4.6500009155273005,6.3600009155272943,0.0,70,0.481414429843426,0.518585570156574,SHOTGUN,2x2,Cover-6 Right,Zone,0,2,2,10,06:12,DET,7,14,0,0,0,0,0,0,0,0,0,0,0,1,week_3
2022092504,1570,0,5.0599969482422011,5.2099969482422068,0.0,68,0.486773397773504,0.513226602226496,SHOTGUN,2x2,Cover-3 Seam,Zone,0,2,3,8,05:48,DET,7,14,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092504,1873,0,4.579997253418,4.9299972534179943,0.0,85,0.712075971066952,0.287924028933048,SHOTGUN,2x2,Cover 6-Left,Zone,0,2,1,10,01:12,DET,14,14,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092504,1897,0,4.3199996948242045,4.3099996948241994,0.0,74,0.687745943665504,0.312254056334496,SHOTGUN,2x2,Cover-3 Seam,Zone,0,2,1,10,00:54,DET,14,14,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092504,1926,0,4.4400006103516034,3.8900006103516063,0.0,68,0.688941400498152,0.311058599501848,SHOTGUN,2x2,Cover-6 Right,Zone,0,2,2,4,00:50,DET,14,14,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092504,2302,1,3.3999986267089994,3.559998626708996,0.0,56,0.665432747453451,0.334567252546549,SHOTGUN,2x2,Cover-3 Cloud Left,Zone,0,3,1,10,12:39,DET,14,14,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092504,2747,0,4.5299987792969034,4.7999987792969065,0.0,63,0.450670190155506,0.549329809844494,SHOTGUN,2x2,Cover-3,Zone,0,3,3,3,03:38,DET,14,17,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092504,2995,0,2.5500015258788977,2.6100015258789,0.0,52,0.15140888094902,0.84859111905098,SHOTGUN,2x2,Cover-6 Right,Zone,0,3,2,10,00:43,DET,14,24,0,0,0,0,0,0,0,0,0,1,0,0,week_3
2022092504,3017,1,3.0099981689453017,3.1399981689452972,0.0,52,0.160358805209398,0.839641194790602,SHOTGUN,2x2,Cover-6 Right,Zone,0,3,3,10,00:39,DET,14,24,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092504,3702,0,4.4999981689452966,4.7999981689453008,0.0,58,0.253827776759863,0.746172223240137,SHOTGUN,3x1,Cover 6-Left,Zone,0,4,3,8,05:04,DET,21,24,0,0,0,0,1,0,0,0,0,0,0,0,week_3
2022092504,4231,0,4.0999993896483886,5.0799993896483926,0.0,85,0.946911403210834,0.0530885967891663,SHOTGUN,3x1,Cover 6-Left,Zone,0,4,1,10,00:45,DET,28,24,0,0,0,0,0,0,0,0,0,0,0,1,week_3
2022092504,4253,0,4.6600006103516023,5.23000061035161,0.0,85,0.95659175204734,0.04340824795266,SHOTGUN,3x1,Cover 6-Left,Zone,0,4,2,10,00:40,DET,28,24,0,0,0,0,0,0,0,0,0,0,0,1,week_3
2022092504,4299,0,3.9100004577637009,4.2600004577636952,0.0,60,0.960908282198943,0.0390917178010568,SHOTGUN,3x1,Cover 6-Left,Zone,0,4,2,10,00:23,DET,28,24,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092504,4321,0,2.6899987792969,3.1799987792969091,0.0,60,0.977199246796469,0.0228007532035311,SHOTGUN,2x2,Cover 6-Left,Zone,0,4,3,10,00:17,DET,28,24,0,0,0,0,0,0,0,0,0,0,0,1,week_3
2022092505,327,1,5.220001373290998,4.7900013732909983,1.3400013732910026,41,0.526100300252438,0.473899699747562,SHOTGUN,3x1,Cover-3,Zone,0,1,1,10,10:32,BAL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,week_3
2022092505,420,0,5.6499998474121043,5.6699998474121,0.0,57,0.513999532908201,0.486000467091799,SHOTGUN,2x2,Cover-3,Zone,0,1,2,7,08:33,BAL,0,0,0,0,0,0,1,0,0,1,1,0,0,1,week_3
2022092505,1425,1,5.4700021362304909,0.0,5.5100021362304972,85,0.627667732536793,0.372332267463207,SHOTGUN,2x1,Quarters,Zone,0,2,1,10,05:58,BAL,10,7,0,0,0,0,0,1,0,0,0,0,0,0,week_3
2022092505,1477,1,5.3000009155273062,5.2500009155272949,0.0,72,0.615233425050974,0.384766574949026,SHOTGUN,2x2,Cover-3,Zone,0,2,1,10,04:35,BAL,10,7,0,0,0,0,1,0,0,0,0,0,0,0,week_3
2022092505,2093,0,4.6499990844726966,4.1699990844726926,3.6499990844726966,80,0.713599625974894,0.286400374025106,SHOTGUN,2x1,Cover-3,Zone,0,3,2,5,11:48,BAL,20,14,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092505,3069,0,5.1499983215332037,4.6199983215332026,1.1499983215332037,35,0.217281978577375,0.782718021422625,SHOTGUN,2x2,Cover-3,Zone,0,4,1,10,12:39,BAL,26,31,0,1,0,0,0,0,0,0,0,0,0,0,week_3
2022092505,3307,1,5.2999981689453008,4.8899981689452972,1.5299981689452977,56,0.14861548691988,0.85138451308012,SHOTGUN,3x1,Cover-3,Zone,0,4,1,10,07:42,BAL,26,31,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092506,56,0,4.5199975585938006,4.9199975585938063,0.0,85,0.295461343601346,0.704538656398654,SHOTGUN,2x2,Quarters,Zone,0,1,1,10,15:00,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092506,205,1,4.9500009155272977,5.0300009155273031,0.0,38,0.21750795841217,0.78249204158783,SHOTGUN,3x1,Quarters,Zone,0,1,1,10,12:37,CIN,0,0,0,1,0,0,0,1,0,0,0,0,0,0,week_3
2022092506,226,0,4.8600009155273014,5.1800009155273017,0.0,43,0.24096393212676,0.75903606787324,SHOTGUN,3x1,Cover-6 Right,Zone,0,1,2,15,11:59,CIN,0,0,1,0,0,0,1,0,0,0,0,0,0,0,week_3
2022092506,250,0,4.6699986267089955,2.4299986267090006,0.0,36,0.243908563628793,0.756091436371207,SHOTGUN,3x1,Cover-3,Zone,0,1,3,8,11:20,CIN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,week_3
2022092506,305,0,4.8099997711182,5.349999771118199,0.0,24,0.204958438873291,0.795041561126709,SHOTGUN,3x1,Cover 6-Left,Zone,0,1,1,14,10:31,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092506,696,1,4.8800024414061909,5.1900024414061932,0.0,85,0.167525658383965,0.832474341616035,SHOTGUN,2x1,Quarters,Zone,0,1,1,10,05:04,CIN,3,7,0,0,0,0,0,0,0,0,0,1,0,0,week_3
2022092506,717,0,4.38000152587891,4.49000152587891,0.0,81,0.167806593701243,0.832193406298757,SHOTGUN,2x2,Quarters,Zone,0,1,2,6,04:31,CIN,3,7,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092506,741,0,4.8599990844727046,1.5199990844727012,0.0,72,0.16286183334887,0.83713816665113,SHOTGUN,3x1,Cover-2,Zone,0,1,1,10,03:54,CIN,3,7,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092506,919,0,3.640001831054704,3.6300018310546989,0.0,84,0.249156469479203,0.750843530520797,SHOTGUN,3x1,Cover-3,Zone,0,1,2,9,01:04,CIN,6,7,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092506,974,1,3.9799981689453006,4.7099981689453045,0.0,69,0.221482114866376,0.778517885133624,SHOTGUN,2x2,Cover-3,Zone,0,1,1,10,00:50,CIN,6,7,0,1,0,0,0,0,0,0,0,0,0,0,week_3
2022092506,995,0,4.7300009155272988,5.030000915527296,0.0,66,0.221826154738665,0.778173845261335,SHOTGUN,2x2,Quarters,Zone,0,1,2,7,00:13,CIN,6,7,0,0,0,0,0,0,0,1,0,0,0,0,week_3
2022092506,1670,0,4.4599999999999937,4.9200000000000017,0.0,85,0.0611939467489719,0.938806053251028,SHOTGUN,2x2,Quarters,Zone,0,2,1,10,06:26,CIN,6,17,0,1,0,0,0,1,0,0,0,0,0,0,week_3
2022092506,1917,0,4.4700018310547023,4.8100018310546986,0.0,43,0.0456844493746758,0.954315550625324,SHOTGUN,3x1,Quarters,Zone,0,2,2,11,03:56,CIN,6,20,0,1,0,0,0,0,0,0,0,0,0,0,week_3
2022092506,1941,0,4.7899990844726972,4.8099990844727,0.0,45,0.0479520773515105,0.952047922648489,SHOTGUN,3x1,Quarters,Zone,0,2,3,9,03:13,CIN,6,20,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092506,2196,0,3.8900002288817994,4.3900002288817994,0.0,22,0.0485403742641211,0.951459625735879,SHOTGUN,3x1,Quarters,Zone,0,2,1,10,00:52,CIN,6,20,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092506,2218,0,4.7199997711182,4.9699997711182,0.0,22,0.0487111695110798,0.95128883048892,SHOTGUN,2x2,Quarters,Zone,0,2,2,10,00:49,CIN,6,20,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092506,2240,0,4.8099990844727,5.3899990844726986,0.0,22,0.0488577811047435,0.951142218895257,SHOTGUN,3x1,Cover 6-Left,Zone,0,2,3,10,00:43,CIN,6,20,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092506,2586,0,3.6900009155272997,3.8500009155273034,0.0,34,0.0540182013064623,0.945981798693538,SHOTGUN,3x1,Cover-6 Right,Zone,0,3,1,10,14:08,CIN,9,20,0,1,0,0,0,1,0,0,0,0,0,0,week_3
2022092506,3026,0,3.6699996948241989,3.8699996948241946,0.0,45,0.013353883754462,0.986646116245538,SHOTGUN,2x2,Quarters,Zone,0,3,2,7,06:24,CIN,9,27,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092506,3507,0,4.7100003051758037,1.9100003051757994,0.0,37,0.0286757228896022,0.971324277110398,SHOTGUN,2x2,Quarters,Zone,0,4,2,8,15:00,CIN,12,27,0,0,0,0,0,0,0,0,0,0,0,1,week_3
2022092506,3526,0,3.6300006866455021,3.610000686645499,0.0,30,0.0369925824925303,0.96300741750747,SHOTGUN,3x1,Cover 6-Left,Zone,0,4,3,15,14:16,CIN,12,27,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092507,423,0,4.5999999999999943,4.8400000000000034,0.0,85,0.69823843985796,0.30176156014204,SHOTGUN,3x1,Cover-2,Zone,0,1,1,10,07:18,LV,7,0,0,0,0,0,0,1,0,0,0,0,0,0,week_3
2022092507,501,0,4.5399993896484006,5.0199993896484045,0.0,50,0.671460185199976,0.328539814800024,SHOTGUN,3x1,Cover-2,Zone,0,1,2,14,05:53,LV,7,0,0,1,0,0,0,1,0,0,0,0,0,0,week_3
2022092507,525,0,4.460000457763698,4.6800004577636969,0.0,51,0.702284872531891,0.297715127468109,SHOTGUN,3x1,Cover-6 Right,Zone,0,1,3,15,05:10,LV,7,0,0,0,0,0,1,0,0,0,0,0,0,0,week_3
2022092507,1405,0,4.8099998474121008,5.0199998474121017,0.0,50,0.812357435002923,0.187642564997077,SHOTGUN,3x1,Cover-2,Zone,0,2,2,7,02:39,LV,21,10,0,0,0,0,0,1,0,0,0,0,0,0,week_3
2022092507,1601,0,4.7999992370605007,5.0399992370604991,0.0,23,0.828282091766596,0.171717908233404,SHOTGUN,3x1,Cover-2,Zone,0,2,1,10,01:02,LV,21,10,0,0,0,0,0,1,0,0,0,0,0,0,week_3
2022092507,1625,0,3.649999313354499,3.6799993133545,0.0,29,0.831199342384934,0.168800657615066,SHOTGUN,3x1,Cover-2,Zone,0,2,2,4,00:43,LV,21,10,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092507,1935,0,4.5999966430664045,4.8299966430664085,0.0,74,0.847916405647993,0.152083594352007,SHOTGUN,3x1,Quarters,Zone,0,3,2,8,11:40,LV,24,10,0,1,0,0,0,1,0,0,0,0,0,0,week_3
2022092507,2067,1,4.6799978637695006,5.0799978637695062,0.0,95,0.837056897580624,0.162943102419376,SHOTGUN,2x2,Quarters,Zone,0,3,1,10,08:44,LV,24,10,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092507,2377,0,4.6900018310547011,4.9400018310547011,0.0,69,0.828196125105023,0.171803874894977,SHOTGUN,3x1,Cover-2,Zone,0,3,1,20,04:25,LV,24,13,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092507,2401,0,4.9400003051758006,5.4500003051757915,0.0,76,0.826983196660876,0.173016803339124,SHOTGUN,3x1,Cover-6 Right,Zone,0,3,2,13,03:50,LV,24,13,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092507,2752,0,3.7399998474121006,4.0999998474121,0.0,62,0.870251398533583,0.129748601466417,SHOTGUN,2x2,Cover-2,Zone,0,4,2,6,12:09,LV,24,13,0,0,0,1,0,0,0,0,0,0,0,0,week_3
2022092507,3091,0,4.8800018310546989,5.4100018310547,0.0,90,0.947793532162905,0.0522064678370953,SHOTGUN,2x2,Cover-2,Zone,0,4,1,10,06:02,LV,24,13,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092507,3155,0,4.6000009155273034,4.740000915527304,0.0,46,0.932485954836011,0.0675140451639891,SHOTGUN,2x2,Cover-6 Right,Zone,0,4,2,11,04:56,LV,24,13,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092507,3179,0,3.9299999999999997,4.6199999999999974,0.0,34,0.921366933733225,0.0786330662667751,SHOTGUN,3x1,Cover-6 Right,Zone,0,4,1,10,04:18,LV,24,13,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092507,3201,0,4.5000003051758029,5.020000305175806,0.0,34,0.926754467189312,0.073245532810688,SHOTGUN,3x1,Cover-2,Zone,0,4,2,10,04:15,LV,24,13,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092507,3407,0,4.8499984741210938,4.5999984741210938,0.0,91,0.890564396977425,0.109435603022575,SHOTGUN,2x2,Cover-2,Zone,0,4,1,10,02:57,LV,24,16,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092507,3431,0,4.8200030517577943,5.3900030517578017,0.0,78,0.881964907050133,0.118035092949867,SHOTGUN,2x2,Cover-2,Zone,0,4,1,10,02:30,LV,24,16,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092507,3453,0,4.0700021362304994,4.6300021362305017,0.0,78,0.892623737454414,0.107376262545586,SHOTGUN,2x2,Quarters,Zone,0,4,2,10,02:24,LV,24,16,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092507,3561,0,4.5199996948242,5.0599996948241994,0.0,35,0.84394046664238,0.15605953335762,SHOTGUN,2x2,Cover-6 Right,Zone,0,4,1,10,02:00,LV,24,16,0,0,0,0,0,0,0,0,0,1,0,0,week_3
2022092507,3597,1,4.8399998474120984,5.0199998474120981,0.0,30,0.841355070471764,0.158644929528236,SHOTGUN,2x2,Cover-6 Right,Zone,0,4,2,5,01:56,LV,24,16,0,0,0,0,0,0,0,0,0,1,0,0,week_3
2022092507,3645,0,4.510000152587903,4.8200001525879017,0.0,24,0.84184505045414,0.15815494954586,SHOTGUN,2x2,Quarters,Zone,0,4,2,10,01:44,LV,24,16,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092508,229,1,3.6899990844726958,3.6999990844727009,0.0,45,0.37024661898613,0.62975338101387,SHOTGUN,2x2,Quarters,Zone,0,1,1,10,12:28,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092508,518,0,5.3800000000000026,5.4099999999999966,0.0,51,0.402560397982597,0.597439602017403,SHOTGUN,2x2,Quarters,Zone,0,1,3,13,07:27,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092508,741,1,5.2100015258788979,4.9700015258788994,0.0,37,0.383192222565413,0.616807777434587,SHOTGUN,2x2,Quarters,Zone,0,1,2,5,02:27,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092508,786,0,4.7899999999999991,4.7800000000000011,0.0,49,0.364890214055777,0.635109785944223,SHOTGUN,2x2,Cover-3 Seam,Zone,0,1,1,10,01:20,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092508,815,0,3.8599996948242108,4.2699996948242074,0.0,94,0.313517142087221,0.686482857912779,SHOTGUN,2x2,Quarters,Zone,0,1,1,10,01:01,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092508,1011,0,5.0400001525879006,5.1400001525878949,0.0,33,0.263150788843632,0.736849211156368,SHOTGUN,2x2,Cover 6-Left,Zone,0,2,2,9,13:26,PHI,0,3,0,0,0,0,0,0,0,1,0,0,0,0,week_3
2022092508,1602,0,5.5099995422363008,5.6899995422363006,0.0,57,0.102531302720308,0.897468697279692,SHOTGUN,2x2,Quarters,Zone,0,2,1,10,05:39,PHI,0,10,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092508,1929,1,5.5399966430664023,5.439996643066408,0.0,95,0.04838861618191,0.95161138381809,SHOTGUN,3x1,Cover-3,Zone,0,2,2,7,01:26,PHI,0,17,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092508,1955,0,5.1899999999999977,5.230000000000004,0.0,90,0.0493720844388008,0.950627915561199,SHOTGUN,2x2,Quarters,Zone,0,2,3,2,01:20,PHI,0,17,0,1,0,0,0,1,0,0,0,0,0,0,week_3
2022092508,1979,0,4.3100021362304943,4.3600021362304915,0.0,86,0.0425964966416359,0.957403503358364,SHOTGUN,2x2,Cover-3 Seam,Zone,0,2,1,10,00:58,PHI,0,17,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092508,2001,0,5.3899984741211,5.36999847412109,0.0,86,0.0460573714226484,0.953942628577352,SHOTGUN,2x2,Quarters,Zone,0,2,2,10,00:51,PHI,0,17,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092508,2061,0,5.5800001525879,5.420000152587896,0.0,55,0.0359840206801891,0.964015979319811,SHOTGUN,2x2,Cover-3,Zone,0,2,1,10,00:37,PHI,0,17,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092508,2271,0,4.4199963378905949,4.3599963378905926,0.0,85,0.0120674325153232,0.987932567484677,SHOTGUN,3x1,Quarters,Zone,0,3,1,10,15:00,PHI,0,24,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092508,2340,0,5.4599987792969031,5.1899987792969,0.0,54,0.0114980509970337,0.988501949002966,SHOTGUN,3x1,Cover-3,Zone,0,3,3,19,13:15,PHI,0,24,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092508,2544,1,5.3500021362305006,5.8800021362305017,0.0,69,0.00484271894674748,0.995157281053253,SHOTGUN,3x1,Cover-6 Right,Zone,0,3,2,6,09:09,PHI,0,24,0,0,0,0,0,0,0,0,0,0,0,1,week_3
2022092508,2570,1,4.0299972534180029,4.4699972534180006,0.0,66,0.00495763868093491,0.995042361319065,SHOTGUN,3x1,Quarters,Zone,0,3,3,3,08:28,PHI,0,24,0,0,0,0,1,0,0,0,0,0,0,0,week_3
2022092508,2714,0,5.2299978637694977,5.5699978637695011,0.0,69,0.00336817291099578,0.996631827089004,SHOTGUN,2x2,Cover-3,Zone,0,3,1,10,06:05,PHI,0,24,0,0,0,0,0,1,0,0,0,0,0,0,week_3
2022092508,2763,0,5.1500009155273005,5.1700009155272966,0.0,69,0.00425757339689881,0.995742426603101,SHOTGUN,3x1,Cover-2,Zone,0,3,3,10,05:55,PHI,0,24,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092508,3710,0,5.3600009155273014,5.5300009155273031,0.0,55,0.00105069155688398,0.998949308443116,SHOTGUN,2x2,Cover-3,Zone,0,4,2,10,06:11,PHI,2,24,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092508,3734,0,5.0400001525879006,5.1300001525878969,0.0,53,0.00109948590397835,0.998900514096022,SHOTGUN,3x1,Cover-3,Zone,0,4,3,12,05:26,PHI,2,24,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092509,320,1,4.2599978637694988,5.059997863769496,0.0,89,0.702251330018044,0.297748669981956,SHOTGUN,3x1,Quarters,Zone,0,1,2,4,10:01,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092509,365,1,4.5100036621093977,4.7600036621093977,0.0,79,0.675372714176774,0.324627285823226,SHOTGUN,2x2,Cover-3 Seam,Zone,0,1,2,5,08:47,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,1,week_3
2022092509,386,1,4.6100036621094063,5.1200036621093972,0.0,75,0.672893056645989,0.327106943354011,SHOTGUN,2x2,Cover-3,Zone,0,1,3,1,08:07,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,week_3
2022092509,564,0,5.1299969482422085,5.0599969482422011,0.0,77,0.65220095962286,0.34779904037714,SHOTGUN,3x1,Quarters,Zone,0,1,1,10,05:11,JAX,0,0,0,0,0,0,0,1,0,0,0,0,0,0,week_3
2022092509,599,0,4.2500018310547034,4.5700018310546966,0.0,63,0.63556144759059,0.36443855240941,SHOTGUN,2x1,Cover-3,Zone,0,1,1,10,04:44,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,week_3
